persona,cognome,nome,info,datanascita,luogonascita,s,collegio,lista,nomegruppo,numeromandati,aggiornamento
http://dati.camera.it/ocd/persona.rdf/p308845,PENZA,PASQUALINO,Laurea in scienze politiche e delle relazioni internazionali; Agente scelto della Polizia di Stato; già assessore all'ambiente del comune di Caivano,19860116,NAPOLI,male,CAMPANIA 1 - P02,,MOVIMENTO 5 STELLE (18.10.2022),1,2025-01-25 13:12:23
http://dati.camera.it/ocd/persona.rdf/p307132,TRAVERSI,ROBERTO,"Laurea in architettura; Architetto, Giornalista pubblicista, Architetto edile",19691201,MILANO,male,LIGURIA - P01,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),2,2025-01-25 13:12:28
http://dati.camera.it/ocd/persona.rdf/p308937,BUONGUERRIERI,ALICE,Laurea in giurisprudenza; Avvocato patrocinante nelle giurisdizioni superiori,19780904,BAGNO DI ROMAGNA,female,EMILIA-ROMAGNA - P03,,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:36
http://dati.camera.it/ocd/persona.rdf/p305688,RIZZETTO,WALTER,Diploma di liceo classico,19750627,SAN VITO AL TAGLIAMENTO,male,FRIULI-VENEZIA GIULIA - P01,,FRATELLI D'ITALIA (18.10.2022),3,2025-01-25 13:12:32
http://dati.camera.it/ocd/persona.rdf/p308898,LONGI,ELIANA,Laurea in economia e commercio ambientale; Dipendente,19780913,CATANIA,female,SICILIA 2 - P03,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:33
http://dati.camera.it/ocd/persona.rdf/p306417,LAI,BACHISIO SILVIO,Dottorato di ricerca; Dirigente di azienda privata,19660720,SASSARI,male,SARDEGNA - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),1,2025-01-25 13:12:05
http://dati.camera.it/ocd/persona.rdf/p307585,PRETTO,ERIK UMBERTO,Imprenditore,19841224,SCHIO,male,VENETO 2 - P02,LEGA PER SALVINI PREMIER,LEGA - SALVINI PREMIER (18.10.2022),2,2025-01-25 13:12:46
http://dati.camera.it/ocd/persona.rdf/p309140,FERRARA,ANTONIO,Bachelor Hons. Degree Hospitality Management,19700128,VARESE,male,LOMBARDIA 2 - P01,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (10.04.2024),1,2024-04-16 12:44:38
http://dati.camera.it/ocd/persona.rdf/p308867,ROSCANI,FABIO,Diploma di liceo scientifico;,19900603,ROMA,male,ABRUZZO - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:43
http://dati.camera.it/ocd/persona.rdf/p302824,BITONCI,MASSIMO,"Laurea in economia e commercio; Dottore commercialista, revisore contabile",19650624,PADOVA,male,VENETO 2 - P01,,LEGA - SALVINI PREMIER (18.10.2022),3,2024-01-26 12:44:37
http://dati.camera.it/ocd/persona.rdf/p308914,MACCARI,CARLO,Laurea in farmacia; Farmacista titolare,19650511,VOLTA MANTOVANA,male,LOMBARDIA 4 - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:30
http://dati.camera.it/ocd/persona.rdf/p307376,PANIZZUT,MASSIMILIANO,Diploma di istituto tecnico industriale; Collaboratore,19681210,MILANO,male,FRIULI-VENEZIA GIULIA - P01,,LEGA - SALVINI PREMIER (18.10.2022),2,2025-01-25 13:12:48
http://dati.camera.it/ocd/persona.rdf/p308866,TESTA,GUERINO,Laurea in economia e commercio; Commercialista,19700316,PESCARA,male,ABRUZZO - P01,,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:44
http://dati.camera.it/ocd/persona.rdf/p308928,BERGAMINI,DAVIDE,Sindaco,19730207,BONDENO,male,EMILIA-ROMAGNA - P03,LEGA PER SALVINI PREMIER,LEGA - SALVINI PREMIER (18.10.2022),1,2025-01-25 13:12:41
http://dati.camera.it/ocd/persona.rdf/p307496,PELLA,ROBERTO,DIPLOMA DI RAGIONERIA; Imprenditore del settore tessile,19700306,BIELLA,male,PIEMONTE 1 - P02,,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),2,2025-01-25 13:12:47
http://dati.camera.it/ocd/persona.rdf/p308760,MANES,FRANCO,"Laurea in architettura; Architetto, già Sindaco del Comune di Doues e Presidente del Consorzio degli enti locali della Valle d'Aosta",19630621,AOSTA,male,VALLE D'AOSTA,,MISTO (18.10.2022),1,2025-01-25 13:12:26
http://dati.camera.it/ocd/persona.rdf/p302980,MACCANTI,ELENA,Giornalista professionista,19710205,TORINO,female,PIEMONTE 1 - P01,,LEGA - SALVINI PREMIER (18.10.2022),3,2025-01-25 13:12:19
http://dati.camera.it/ocd/persona.rdf/p308835,CIANI,PAOLO,Laurea in storia dell'arte; Amministratore locale,19700515,ROMA,male,LAZIO 1 - P01,,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),1,2025-01-25 13:12:45
http://dati.camera.it/ocd/persona.rdf/p308792,PELLICINI,ANDREA,Laurea in giurisprudenza; Avvocato penalista,19700128,VARESE,male,LOMBARDIA 2 - P01,,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:35
http://dati.camera.it/ocd/persona.rdf/p305815,ORFINI,MATTEO,Diploma di liceo classico; Parlamentare,19740830,ROMA,male,LAZIO 2 - P02,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),3,2025-01-25 13:11:58
http://dati.camera.it/ocd/persona.rdf/p307426,BELLUCCI,MARIA TERESA,"Laurea in psicologia, Specializzazione in psicoterapia sistemico-relazionale e familiare; Master interuniversitario di II livello in organizzazione e funzionamento della pubblica amministrazione; Psicologa psicoterapeuta",19720719,ROMA,female,LAZIO 1 - P02,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),2,2024-01-26 12:43:52
http://dati.camera.it/ocd/persona.rdf/p307507,MOLINARI,RICCARDO,Laurea in giurisprudenza; Libero professionista,19830729,ALESSANDRIA,male,PIEMONTE 2 - P02,,LEGA - SALVINI PREMIER (18.10.2022),2,2024-01-26 12:45:00
http://dati.camera.it/ocd/persona.rdf/p308873,ZINZI,GIANPIERO,"Laurea in Giurisprudenza, Dottorato di ricerca in governo del territorio e tutela dell'ambiente; Avvocato",19830115,CASERTA,male,CAMPANIA 2 - P01,LEGA PER SALVINI PREMIER,LEGA - SALVINI PREMIER (18.10.2022),1,2025-01-25 13:12:33
http://dati.camera.it/ocd/persona.rdf/p307304,PAGANO,UBALDO,Laurea in giurisprudenza; Avvocato civilista e amministrativista,19790516,BARI,male,PUGLIA - P03,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),2,2025-01-25 13:12:22
http://dati.camera.it/ocd/persona.rdf/p308834,FERRARI,SARA,Laurea in lettere moderne; Insegnante di scuola secondaria superiore,19710105,ROVERETO,female,TRENTINO-ALTO ADIGE/SÜDTIROL - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),1,2025-01-25 13:12:50
http://dati.camera.it/ocd/persona.rdf/p305586,SCHULLIAN,MANFRED,Laurea in giurisprudenza; Avvocato amministrativista,19620309,BOLZANO/BOZEN,male,TRENTINO-ALTO ADIGE/SÜDTIROL - P01,,MISTO (18.10.2022),3,2025-01-25 13:12:02
http://dati.camera.it/ocd/persona.rdf/p308900,CARRA',ANASTASIO,Laurea in scienze politiche; Sindaco,19640330,MOTTA SANT'ANASTASIA,male,SICILIA 2 - P02,LEGA PER SALVINI PREMIER,LEGA - SALVINI PREMIER (18.10.2022),1,2025-01-25 13:12:17
http://dati.camera.it/ocd/persona.rdf/p308880,GIANASSI,FEDERICO,"Laurea in giurisprudenza, Dottorato di ricerca in diritto internazionale; Avvocato, già Presidente di Circoscrizione nel Comune di Firenze, Assessore al Bilancio, Società partecipate, Attività economiche del Comune di Firenze",19800521,FIRENZE,male,TOSCANA - P03,,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),1,2025-01-25 13:12:44
http://dati.camera.it/ocd/persona.rdf/p307452,PRISCO,EMANUELE,Laurea in giurisprudenza; Funzionario,19771123,PERUGIA,male,UMBRIA - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),2,2025-01-20 13:09:47
http://dati.camera.it/ocd/persona.rdf/p307250,RICCIARDI,RICCARDO,Laurea in lettere; Regista teatrale,19820508,PIETRASANTA,male,TOSCANA - P02,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),2,2025-01-25 13:12:34
http://dati.camera.it/ocd/persona.rdf/p306379,DE MONTE,ISABELLA,Laurea in giurisprudenza; Dipendente pubblico,19710623,UDINE,female,FRIULI-VENEZIA GIULIA - P01,AZIONE - ITALIA VIVA - CALENDA,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (30.09.2024),1,2025-01-25 13:12:29
http://dati.camera.it/ocd/persona.rdf/p308789,VIETRI,MARIA IMMACOLATA,Diploma di liceo scientifico; Libero professionista,19691021,SALERNO,female,CAMPANIA 2 - P02,,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:11:57
http://dati.camera.it/ocd/persona.rdf/p307400,VARCHI,MARIA CAROLINA,Avvocato penalista,19831014,PALERMO,female,SICILIA 1 - P01,,FRATELLI D'ITALIA (18.10.2022),2,2025-01-25 13:12:27
http://dati.camera.it/ocd/persona.rdf/p307394,AIELLO,DAVIDE,Laurea magistrale in giurisprudenza; Parlamentare,19851031,PALERMO,male,SICILIA 1 - P01,,MOVIMENTO 5 STELLE (18.10.2022),2,2025-01-25 13:12:12
http://dati.camera.it/ocd/persona.rdf/p308841,COLUCCI,ALFONSO,Notaio,19640224,FOGGIA,male,LAZIO 1 - P02,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),1,2025-01-25 13:12:44
http://dati.camera.it/ocd/persona.rdf/p308803,SCARPA,RACHELE,Laurea in lettere antiche; Studentessa,19970129,TREVISO,female,VENETO 1 - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),1,2025-01-24 13:12:26
http://dati.camera.it/ocd/persona.rdf/p308931,BAKKALI,OUIDAD,Laurea in scienze internazionali e diplomatiche; già Presidente di consiglio comunale,19860315,AGADIR,female,EMILIA-ROMAGNA - P03,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),1,2025-01-25 13:12:43
http://dati.camera.it/ocd/persona.rdf/p308940,LOPERFIDO,EMANUELE,Laurea in scienze politiche; Dipendente di azienda privata,19751104,PORDENONE,male,FRIULI-VENEZIA GIULIA - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-26 13:10:17
http://dati.camera.it/ocd/persona.rdf/p308797,SEMENZATO,MARTINA,Laurea in scienze politiche; Quadro Umana S.p.A.; Presidente Vetreria Salviati Srl; Past-president sezione vetro Confindustria Venezia-Rovigo; Consigliere di amministrazione Scuola Grande della Misericordia,19730709,SPINEA,female,VENETO 1 - P01,,NOI MODERATI (27.10.2022),1,2025-01-25 13:12:45
http://dati.camera.it/ocd/persona.rdf/p307511,CIABURRO,MONICA,DIPLOMA ACCADEMICO DIDATTICA DELLA MUSICA; Insegnante di scuola secondaria inferiore; Sindaco,19700412,CUNEO,female,PIEMONTE 2 - P02,,FRATELLI D'ITALIA (18.10.2022),2,2025-01-25 13:12:21
http://dati.camera.it/ocd/persona.rdf/p307138,GAVA,VANNIA,Parlamentare,19740630,SACILE,female,FRIULI-VENEZIA GIULIA - P01,,LEGA - SALVINI PREMIER (18.10.2022),2,2024-01-26 12:45:30
http://dati.camera.it/ocd/persona.rdf/p307804,FENU,EMILIANO,"Laurea in economia e commercio; Commercialista, Revisore dei Conti",19770129,SINISCOLA,male,SARDEGNA - P01,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),1,2025-01-25 13:12:48
http://dati.camera.it/ocd/persona.rdf/p308894,SIMIANI,MARCO,Diploma; imprenditore nel settore dell'illuminotecnica,19700425,PISA,male,TOSCANA - P02,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),1,2025-01-25 13:12:16
http://dati.camera.it/ocd/persona.rdf/p308807,CAROPPO,ANDREA,Laurea in giurisprudenza; Avvocato,19790626,POGGIARDO,male,PUGLIA - P04,FORZA ITALIA,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),1,2025-01-25 13:12:21
http://dati.camera.it/ocd/persona.rdf/p309220,PANDOLFO,ALBERTO,Laurea in ingegneria edile - architettura; Ingegnere,19851129,GENOVA,male,LIGURIA - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (07.01.2025),1,2025-01-15 13:12:08
http://dati.camera.it/ocd/persona.rdf/p308887,MICHELOTTI,FRANCESCO,"Laurea in giurisprudenza; Avvocato, dirigente nazionale di Fratelli d'Italia, già assessore del Comune di Siena",19830331,COLLE DI VAL D'ELSA,male,TOSCANA - P02,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:24
http://dati.camera.it/ocd/persona.rdf/p300444,LEO,MAURIZIO,"Laurea in giurisprudenza; Docente universitario, Avvocato tributarista",19550725,ROMA,male,SICILIA 2 - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),4,2024-01-26 12:44:55
http://dati.camera.it/ocd/persona.rdf/p306412,GUERRA,MARIA CECILIA,Dottorato di ricerca in economia politica; Professoressa ordinaria di scienza delle finanze,19571206,NONANTOLA,female,PIEMONTE 1 - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),1,2025-01-25 13:12:45
http://dati.camera.it/ocd/persona.rdf/p307430,PRESTIPINO,PATRIZIA,Laurea in lettere classiche; Insegnante di scuola secondaria superiore,19630916,ROMA,female,LAZIO 1 - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (09.07.2024),2,2024-07-11 13:00:37
http://dati.camera.it/ocd/persona.rdf/p308876,FERRANTE,TULLIO,Laurea in giurisprudenza; Avvocato. Senior Associate.,19890113,SAN GIORGIO A CREMANO,male,CAMPANIA 2 - P02,FORZA ITALIA,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),1,2024-01-26 12:45:33
http://dati.camera.it/ocd/persona.rdf/p308796,COPPO,MARCELLO,"Laurea in giurisprudenza; Avvocato con esperienza nei seguenti campi: lavoro, previdenziale, tributario",19781127,ASTI,male,PIEMONTE 2 - P02,,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:08
http://dati.camera.it/ocd/persona.rdf/p308936,MEROLA,VIRGINIO,Laurea in filosofia; pensionato,19550214,SANTA MARIA CAPUA VETERE,male,EMILIA-ROMAGNA - P02,,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),1,2025-01-25 13:12:47
http://dati.camera.it/ocd/persona.rdf/p307185,FASCINA,MARTA ANTONIA,Laurea in lettere e filosofia; Addetto stampa,19900109,MELITO DI PORTO SALVO,female,SICILIA 1 - P02,,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),2,2024-01-26 12:43:45
http://dati.camera.it/ocd/persona.rdf/p307573,CARETTA,MARIA CRISTINA,Parlamentare,19640111,THIENE,female,VENETO 2 - P02,,FRATELLI D'ITALIA (18.10.2022),2,2025-01-25 13:12:01
http://dati.camera.it/ocd/persona.rdf/p308812,PERISSA,MARCO,Laurea in scienze dell'economia;,19820522,ROMA,male,PIEMONTE 1 - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:17
http://dati.camera.it/ocd/persona.rdf/p302080,BONELLI,ANGELO,Diploma di istituto tecnico per geometri,19620730,ROMA,male,EMILIA-ROMAGNA - P02,,ALLEANZA VERDI E SINISTRA (27.10.2022),2,2025-01-25 13:12:41
http://dati.camera.it/ocd/persona.rdf/p308853,RICCIARDI,MARIANNA,Medico;,19940113,NAPOLI,female,CAMPANIA 1 - P01,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),1,2024-01-26 12:43:57
http://dati.camera.it/ocd/persona.rdf/p308244,BONETTI,ELENA,PHD in matematica; Professoressa associata di analisi matematica,19740412,ASOLA,female,VENETO 2 - P02,AZIONE - ITALIA VIVA - CALENDA,AZIONE - ITALIA VIVA - RENEW EUROPE (18.10.2022),1,2025-01-25 13:12:34
http://dati.camera.it/ocd/persona.rdf/p308886,MALAGOLA,LORENZO,Laurea magistrale in Economia; Dirigente di azienda privata,19821110,MILANO,male,LOMBARDIA 1 - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:03
http://dati.camera.it/ocd/persona.rdf/p308892,FURFARO,MARCO,Laurea in economia aziendale; Responsabile relazioni istituzionali,19800619,PISTOIA,male,TOSCANA - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),1,2025-01-25 13:12:50
http://dati.camera.it/ocd/persona.rdf/p308800,MARCHETTO,MARINA,Diploma di scuola magistrale; Imprenditore,19511117,ESTE,female,VENETO 1 - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:02
http://dati.camera.it/ocd/persona.rdf/p308793,CASASCO,MAURIZIO,"Laurea in medicina e chirurgia, specializzazione medicina dello sport; Medico dello sport, imprenditore",19540907,RIVANAZZANO TERME,male,LOMBARDIA 3 - P02,,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),1,2025-01-25 13:12:30
http://dati.camera.it/ocd/persona.rdf/p307348,DONNO,LEONARDO,Diploma di istituto tecnico commerciale; Imprenditore del settore impiantistico,19850721,GALATINA,male,PUGLIA - P04,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),2,2024-01-26 12:44:20
http://dati.camera.it/ocd/persona.rdf/p32460,BOSSI,UMBERTO,Diploma di liceo scientifico; Giornalista,19410919,CASSANO MAGNAGO,male,LOMBARDIA 2 - P01,LEGA PER SALVINI PREMIER,LEGA - SALVINI PREMIER (18.10.2022),8,2024-01-26 12:45:25
http://dati.camera.it/ocd/persona.rdf/p307718,FURGIUELE,DOMENICO,Laurea in scienze dell'educazione; Imprenditore edile,19830101,LAMEZIA TERME,male,CALABRIA - P01,,LEGA - SALVINI PREMIER (18.10.2022),2,2025-01-25 13:12:24
http://dati.camera.it/ocd/persona.rdf/p308826,COMBA,FABRIZIO,Laurea in giurisprudenza; Imprenditore,19660324,TORINO,male,PIEMONTE 2 - P02,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:21
http://dati.camera.it/ocd/persona.rdf/p307340,LUCASELLI,YLENJA,Laurea in giurisprudenza; Avvocato penalista,19760422,TARANTO,female,EMILIA-ROMAGNA - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),2,2025-01-25 13:12:37
http://dati.camera.it/ocd/persona.rdf/p308804,CURTI,AUGUSTO,Laurea in economia e amministrazione delle imprese; Lavoratore autonomo,19780304,ASCOLI PICENO,male,MARCHE - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),1,2025-01-25 13:12:37
http://dati.camera.it/ocd/persona.rdf/p307234,TORTO,DANIELA,Laurea in conservatorio (pianoforte); Insegnante di musica,19850818,CHIETI,female,ABRUZZO - P01,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),2,2025-01-25 13:12:33
http://dati.camera.it/ocd/persona.rdf/p308923,PULCIANI,PAOLO,Laurea in giurisprudenza; Avvocato,19720203,ROMA,male,LAZIO 2 - P02,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:06
http://dati.camera.it/ocd/persona.rdf/p302422,CUPERLO,GIOVANNI,"Laurea in discipline dell'arte, della musica e dello spettacolo; Funzionario",19610903,TRIESTE,male,LOMBARDIA 1 - P01,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),4,2025-01-25 13:12:16
http://dati.camera.it/ocd/persona.rdf/p305757,BOLDRINI,LAURA,Laurea in giurisprudenza; Funzionaria Agenzie ONU; Parlamentare,19610428,MACERATA,female,TOSCANA - P02,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),3,2025-01-25 13:12:50
http://dati.camera.it/ocd/persona.rdf/p307688,COIN,DIMITRI,Diploma di istituto tecnico agrario; Imprenditore,19700601,TREVISO,male,VENETO 1 - P01,,LEGA - SALVINI PREMIER (18.10.2022),2,2025-01-25 13:12:38
http://dati.camera.it/ocd/persona.rdf/p38560,ROTONDI,GIANFRANCO,Laurea in giurisprudenza; Giornalista professionista,19600725,AVELLINO,male,CAMPANIA 2 - P02,,FRATELLI D'ITALIA (18.10.2022),6,2025-01-25 13:12:12
http://dati.camera.it/ocd/persona.rdf/p308784,DI GIUSEPPE,ANDREA,Diploma di istituto tecnico commerciale; Imprenditore edile,19680520,ROMA,male,AMERICA SETTENTRIONALE E CENTRALE,LEGA PER SALVINI PREMIER - FORZA ITALIA - FRATELLI D'ITALIA,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:49
http://dati.camera.it/ocd/persona.rdf/p308868,ROSSO,MATTEO,Laurea in medicina e chirurgia; Odontoiatra,19670625,GENOVA,male,LIGURIA - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:39
http://dati.camera.it/ocd/persona.rdf/p306214,SQUERI,LUCA,Laurea in scienze giuridiche; Imprenditore,19611218,MILANO,male,LOMBARDIA 3 - P02,FORZA ITALIA,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),3,2025-01-25 13:12:04
http://dati.camera.it/ocd/persona.rdf/p308874,CERRETO,MARCO,"Dottorato di ricerca in diritto comparato; Funzionario del Ministero delle politiche agricole, alimentari e forestali",19710101,CASERTA,male,CAMPANIA 2 - P01,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:29
http://dati.camera.it/ocd/persona.rdf/p308935,DONDI,DANIELA,Laurea in giurisprudenza; Avvocato civilista,19620112,MODENA,female,EMILIA-ROMAGNA - P02,,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:38
http://dati.camera.it/ocd/persona.rdf/p308836,MATONE,SIMONETTA,Laurea in giurisprudenza; Magistrato di cassazione,19530616,ROMA,female,LAZIO 1 - P01,,LEGA - SALVINI PREMIER (18.10.2022),1,2025-01-25 13:12:46
http://dati.camera.it/ocd/persona.rdf/p307822,L'ABBATE,PASQUA,Professoressa di economia ecologica; P.h.D.,19660502,POLIGNANO A MARE,female,PUGLIA - P03,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),1,2025-01-25 13:12:46
http://dati.camera.it/ocd/persona.rdf/p300674,ROSATO,ETTORE,Diploma di istituto tecnico commerciale; Dipendente di azienda privata,19680728,TRIESTE,male,CAMPANIA 1 - P02,AZIONE - ITALIA VIVA - CALENDA,AZIONE - ITALIA VIVA - RENEW EUROPE (18.10.2022),5,2025-01-25 13:12:48
http://dati.camera.it/ocd/persona.rdf/p309200,GABELLONE,ANTONIO MARIA,Laurea in farmacia; Farmacista,19590916,GALLIPOLI,male,PUGLIA - P04,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (02.12.2024),1,2024-12-17 13:12:49
http://dati.camera.it/ocd/persona.rdf/p307248,MAZZETTI,ERICA,Diploma di istituto tecnico per geometri; Libero professionista,19770531,PRATO,female,TOSCANA - P01,,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),2,2025-01-25 13:12:31
http://dati.camera.it/ocd/persona.rdf/p302754,BRAGA,CHIARA,"Laurea in pianificazione territoriale, urbanistica ed ambientale; Urbanista",19790902,COMO,female,LOMBARDIA 2 - P02,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (18.10.2022),4,2025-01-25 13:12:42
http://dati.camera.it/ocd/persona.rdf/p302762,MOLTENI,NICOLA,Laurea in giurisprudenza; Avvocato,19760306,CANTU',male,LOMBARDIA 2 - P02,,LEGA - SALVINI PREMIER (18.10.2022),4,2025-01-24 13:11:36
http://dati.camera.it/ocd/persona.rdf/p307659,SACCANI,GLORIA,"Laurea in medicina e chirurgia, Specializzazione in Anatomia Patologica; Professore ordinario di patologia clinica",19561024,REGGIO NELL'EMILIA,female,EMILIA-ROMAGNA - P03,,FORZA ITALIA - BERLUSCONI PRESIDENTE - PPE (18.10.2022),2,2025-01-25 13:12:33
http://dati.camera.it/ocd/persona.rdf/p308785,CAVO,ILARIA,LAUREA IN SCIENZE POLITICHE; Giornalista professionista in aspettativa,19731011,GENOVA,female,LIGURIA - P01,,NOI MODERATI (27.10.2022),1,2025-01-25 13:12:04
http://dati.camera.it/ocd/persona.rdf/p308933,CAFIERO DE RAHO,FEDERICO,Laurea in giurisprudenza; Già Procuratore nazionale antimafia e antiterrorismo,19520218,NAPOLI,male,EMILIA-ROMAGNA - P03,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE (18.10.2022),1,2025-01-25 13:12:18
http://dati.camera.it/ocd/persona.rdf/p308904,KELANY,SARA,Laurea in giurisprudenza; Avvocato,19780608,FORMIA,female,LOMBARDIA 2 - P02,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:39
http://dati.camera.it/ocd/persona.rdf/p308864,PADOVANI,MARCO,Diploma di maturità d'arte applicata; Impiegato,19590325,VERONA,male,VENETO 2 - P03,FRATELLI D'ITALIA CON GIORGIA MELONI,FRATELLI D'ITALIA (18.10.2022),1,2025-01-25 13:12:27
