CODICE_ISTAT,comune
087027,190210260
023048,050890480
037038,080130380
075047,160410460
110006,161060060
065068,150720680
059014,120400140
046019,090430190
009039,070740390
027023,050870230
064050,150080500
087028,190210270
006094,010020920
070038,140190380
018093,030570900
094027,140940270
036022,080500220
027024,050870240
083051,190480500
099005,081010050
016135,030121300
081025,190820135
082048,190550460
108032,031040320
097049,030980490
076049,170640480
087029,190210280
083052,190480510
005063,010070630
010036,070340360
036023,080500230
088006,190650060
040022,080320210
095084,200950276
072027,160090270
022118,040831120
097050,030980500
030059,060850590
020035,030450350
043025,110440250
026043,050840420
095028,200950280
095029,200950290
062040,150110390
030060,060850600
083053,190480520
016136,030121301
065069,150720690
004123,010271230
072028,160090280
006095,010020930
046020,090430200
072029,160090290
066055,130380550
062041,150110400
037039,080130390
008035,070370320
006096,010020940
070039,140190390
076050,170640490
002078,010880770
080051,180670510
097051,030980510
013152,030241460
022120,040831140
005064,010070640
004124,010271240
041027,110590270
005065,010070650
004125,010271250
001153,010811510
006097,010020950
005066,010070660
003100,010520940
001154,010811520
057038,120690360
006098,010020960
070040,140190400
005067,010070670
080052,180670520
005068,010070680
001155,010811530
004126,010271260
004127,010271270
016137,030121310
004128,010271280
026044,050840430
111041,201110410
001156,010811540
005069,010070690
001157,010811550
006099,010020970
004129,010271290
034022,080560220
002079,010880780
005070,010070700
099006,081010060
041028,110590280
041029,110590290
004130,010271300
061052,150200520
010037,070340370
004131,010271310
031012,060350110
004132,010271320
083054,190480530
026045,050840440
005071,010070710
037040,080130400
102022,181030220
006100,010020980
083055,190480540
096035,010960350
078080,180250810
021052,040140490
013153,030241470
017109,030151010
006101,010020990
017110,030151020
072030,160090300
082049,190550470
032002,060920020
109012,111050120
044031,110060310
042025,110030250
028055,050540550
092109,200170381
047009,090630090
004133,010271330
005072,010070720
006102,010021000
005073,010070730
070041,140190410
014044,030770440
021053,040140500
028056,050540560
083056,190480550
064051,150080510
048027,090300270
083057,190480560
077016,170470160
052037,090750141
006103,010021010
006104,010021020
004134,010271340
004135,010271350
005074,010070740
001158,010811560
047010,090630100
001159,010811570
084024,190010240
008068,070370325
044032,110060320
056035,120910340
001160,010811580
018094,030570910
078081,180250820
001161,010811590
098040,030990400
004136,010271360
065070,150720700
013154,030241480
109013,111050130
094028,140940280
057039,120690370
079080,180220770
069051,130230510
053016,090360150
054029,100580290
043027,110440270
041031,110590310
058060,120700590
019058,030260570
024063,050900630
063047,150510470
109016,111050160
041035,110590350
017111,030151030
097052,030980520
041038,110590380
058064,120700630
109021,111050210
042029,110030290
056037,120910360
059015,120400150
065075,150720750
060044,120330440
057043,120690410
043031,110440310
043032,110440320
109023,111050230
037042,080130420
051025,090050250
042030,110030300
071033,160310310
054032,100580320
109024,111050240
109025,111050250
109026,111050260
018095,030570920
068023,130600230
080053,180670530
069009,130230511
024060,050900600
026046,050840450
010038,070340380
057040,120690380
041030,110590300
064052,150080520
018096,030570930
046021,090430210
042026,110030260
043026,110440260
006105,010021021
055017,100800170
050019,090620190
047011,090630110
023049,050890490
055018,100800180
035027,080680270
024061,050900610
024062,050900620
006106,010021030
005075,010070750
034023,080560230
070042,140190420
099030,081010072
065071,150720710
065072,150720720
065073,150720730
043028,110440280
103046,011020460
036024,080500240
044034,110060340
085011,190180110
064053,150080530
054030,100580300
109014,111050140
062042,150110410
070043,140190430
043029,110440290
041034,110590340
069052,130230520
056036,120910350
067027,130790260
099008,081010080
044036,110060360
036025,080500250
058061,120700600
065074,150720740
023050,050890500
064054,150080540
109015,111050150
055019,100800190
064055,150080550
064056,150080560
055020,100800200
024064,050900640
024065,050900650
044038,110060380
006107,010021040
078082,180250830
109017,111050170
109018,111050180
099009,081010090
012103,030860870
005076,010070760
008037,070370340
028057,050540570
073016,160780160
041036,110590360
058062,120700610
069053,130230530
055021,100800210
109019,111050190
071032,160310300
054031,100580310
090040,200730400
057041,120690390
082050,190550480
058063,120700620
064057,150080570
016139,030121311
070044,140190440
109020,111050200
004137,010271370
048028,090300280
043030,110440300
082051,190550490
005077,010070770
004138,010271380
064058,150080580
042027,110030270
006108,010021050
073017,160780170
013155,030241490
051023,090050230
064059,150080590
076051,170640500
070045,140190450
044044,110060440
100003,091000030
076052,170640510
030061,060850610
070046,140190460
057042,120690400
094029,140940290
069054,130230540
069055,130230550
079081,180220780
073018,160780180
044045,110060450
052015,090750150
051024,090050240
066056,130380560
093027,060930270
037041,080130410
052016,090750160
094030,140940300
052017,090750170
075048,160410470
056038,120910370
011019,070390190
088007,190650070
102023,181030230
004139,010271390
058065,120700640
053027,090360151
109022,111050220
075049,160410480
065076,150720760
062043,150110420
077017,170470170
018097,030570940
103047,011020470
050020,090620200
099029,081010101
036026,080500260
018098,030570950
068024,130600240
048030,090300300
001162,010811600
004140,010271400
084025,190010250
051026,090050260
097053,030980530
064060,150080600
050021,090620210
024066,050900660
004141,010271410
090041,200730410
040028,080320270
017112,030151040
033027,080610270
018099,030570960
097054,030980540
024067,050900670
004142,010271420
017113,030151050
052018,090750180
053017,090360160
005121,010070781
045011,090460110
017114,030151051
007043,020040420
019059,030260580
010039,070340390
054033,100580330
057044,120690420
050022,090620220
013157,030241510
067028,130790270
070047,140190470
058066,120700650
064121,150080605
024068,050900680
109027,111050270
095085,200950296
018100,030570970
012104,030860880
108033,031040330
020036,030450360
037044,080130440
078083,180250840
006109,010021060
005122,010070792
031013,060350111
012105,030860890
014045,030770450
006110,010021070
075050,160410490
099011,081010110
062044,150110430
037045,080130450
016140,030121330
090042,200730420
109028,111050280
004143,010271430
033028,080610280
026047,050840460
007044,020040430
095030,200950300
022123,040831160
026048,050840470
058067,120700660
065077,150720770
015150,030491490
066057,130380570
001163,010811610
058068,120700670
078084,180250850
012106,030860900
006111,010021080
016141,030121340
018101,030570980
060045,120330450
004144,010271440
064063,150080630
042031,110030310
067029,130790280
057045,120690430
070048,140190480
043033,110440330
093028,060930280
006112,010021090
018102,030570990
030062,060850620
097055,030980550
030063,060850630
019060,030260590
064064,150080631
067030,130790290
068025,130600250
021054,040140510
031014,060350112
019061,030260600
083058,190480570
083059,190480580
002082,010880810
026049,050840480
071034,160310320
080054,180670540
087030,190210290
079083,180220800
015151,030491500
078085,180250860
096037,010960370
020037,030450370
073019,160780190
069056,130230560
016142,030121350
013159,030241521
023051,050890510
016143,030121360
043034,110440340
032003,060920030
108034,031040340
064065,150080640
063048,150510480
098041,030990410
045012,090460120
017115,030151060
111042,201110420
004145,010271450
004146,010271460
009040,070740400
006113,010021100
052019,090750190
075051,160410500
076053,170640520
090043,200730430
017116,030151070
111043,201110430
027025,050870250
013160,030241530
024070,050900700
085012,190180120
030064,060850640
096038,010960380
022124,040831161
021055,040140520
024071,050900710
063049,150510490
095031,200950310
111044,201110440
075052,160410510
102024,181030240
055022,100800220
084026,190010260
004147,010271470
009041,070740410
083060,190480590
021056,040140530
017117,030151080
066058,130380580
021057,040140540
058069,120700680
010040,070340400
003103,010520970
023052,050890520
010041,070340410
004148,010271480
016144,030121370
058070,120700690
076054,170640530
095032,200950320
056039,120910380
067031,130790300
058071,120700700
026050,050840490
015154,030491530
057046,120690440
013161,030241540
096039,010960390
058072,120700710
075053,160410520
034024,080560240
004149,010271490
017118,030151090
003104,010520980
097056,030980560
001164,010811620
087031,190210300
018103,030571000
086012,190280120
102025,181030250
004150,010271500
004151,010271510
030065,060850650
085013,190180130
086013,190280130
083061,190480600
005080,010070800
027026,050870260
001165,010811630
078086,180250870
068026,130600260
065078,150720780
065079,150720790
079087,180220840
054034,100580340
034025,080560250
072031,160090310
075054,160410530
076055,170640540
023053,050890530
022127,040831181
023054,050890540
024072,050900720
072032,160090320
063050,150510500
001166,010811640
009042,070740420
001167,010811641
022128,040831190
036027,080500270
001168,010811650
103048,011020480
091050,200530480
095033,200950330
054035,100580350
059016,120400160
015155,030491540
067032,130790310
089013,190760130
021058,040140550
108035,031040350
021059,040140560
077018,170470180
099023,081010115
022129,040831200
001169,010811660
003106,010521000
083062,190480610
014046,030770460
015157,030491560
024073,050900730
013163,030241560
022253,040831196
035028,080680280
004152,010271520
027027,050870270
028058,050540580
024074,050900740
036028,080500280
006114,010021110
065080,150720800
015158,030491570
075055,160410540
004153,010271530
090044,200730440
095034,200950340
090045,200730450
090046,200730460
042032,110030320
091051,200530490
095035,200950350
111045,201110450
111046,201110460
111047,201110470
095036,200950360
111048,201110480
007045,020040440
064066,150080650
017119,030151100
017120,030151110
111049,201110490
096040,010960400
096041,010960410
029033,050710330
006115,010021120
066059,130380590
006116,010021130
006117,010021140
026051,050840500
017121,030151120
066060,130380600
042033,110030330
019062,030260610
044054,110060540
017122,030151130
103049,011020490
012107,030860910
097057,030980570
001170,010811670
065081,150720810
090047,200730470
002088,010880870
002089,010880880
003108,010521020
003109,010521030
018104,030571010
058073,120700720
065082,150720820
013165,030241590
097058,030980580
012108,030860920
097059,030980590
091055,200530530
018105,030571020
079088,180220850
083063,190480620
065083,150720830
097060,030980600
077019,170470190
008038,070370350
006118,010021150
095037,200950370
091056,200530540
007046,020040450
090048,200730480
019063,030260620
016145,030121390
005081,010070810
016146,030121400
016147,030121401
013169,030241620
091057,200530550
017123,030151140
103050,011020500
065084,150720840
091058,200530560
056040,120910390
004154,010271540
016148,030121410
091059,200530570
091060,200530580
017124,030151150
016149,030121411
009043,070740430
015159,030491580
066061,130380610
023055,050890550
076056,170640550
080055,180670550
021060,040140570
091061,200530590
070049,140190490
001171,010811680
053018,090360170
050023,090620221
009044,070740440
071063,160310321
010042,070340420
024075,050900750
091062,200530600
074011,160160110
066062,130380620
012109,030860930
012110,030860931
016150,030121420
001172,010811690
098042,030990420
078087,180250880
056041,120910400
095038,200950380
004155,010271550
026052,050840510
108036,031040360
103051,011020510
016151,030121430
091063,200530610
091064,200530620
065085,150720850
111050,201110500
026053,050840520
006119,010021160
071035,160310330
013170,030241630
069057,130230570
078088,180250890
061053,150200530
071036,160310340
003112,010521060
111051,201110510
056042,120910410
075056,160410550
109029,111050290
051027,090050270
021061,040140580
069058,130230580
066063,130380630
009045,070740450
066064,130380640
091066,200530640
091067,200530650
055023,100800230
057047,120690450
017125,030151160
017126,030151170
001173,010811700
001174,010811710
090049,200730490
091068,200530660
009046,070740460
090050,200730500
042034,110030340
091069,200530670
016152,030121440
016153,030121450
097061,030980610
030066,060850660
008039,070370360
022130,040831201
064067,150080660
028059,050540590
098043,030990430
025035,050100350
017127,030151180
098044,030990440
022131,040831210
090051,200730510
017128,030151190
015164,030491630
004156,010271560
038017,080290150
019064,030260630
020038,030450380
042035,110030350
042036,110030360
074012,160160120
075057,160410560
055024,100800240
091070,200530680
065086,150720860
063051,150510510
006120,010021170
018106,030571030
033030,080610300
001175,010811711
006121,010021180
030067,060850670
006122,010021190
066065,130380650
091071,200530690
007047,020040460
001176,010811720
090052,200730520
037046,080130460
006123,010021200
015165,030491640
111052,201110520
083064,190480630
081013,190820140
066066,130380660
089014,190760140
054036,100580360
017129,030151200
006124,010021210
097062,030980620
015166,030491650
017130,030151210
019065,030260640
028060,050540600
090053,200730530
090090,200730532
065087,150720870
062045,150110440
004157,010271570
026055,050840540
065088,150720880
057048,120690460
016154,030121460
083065,190480640
069059,130230590
030068,060850680
004158,010271580
097063,030980630
064068,150080670
062046,150110450
017131,030151220
017132,030151230
016155,030121470
036029,080500281
073020,160780200
073021,160780210
087032,190210310
050024,090620230
034026,080560260
070050,140190500
090054,200730531
016156,030121480
082052,190550500
001177,010811730
019066,030260650
076057,170640560
089015,190760150
030069,060850690
017133,030151240
002090,010880890
048031,090300310
069060,130230600
079089,180220860
082053,190550510
058074,120700730
018107,030571040
060046,120330460
080056,180670560
101016,180970160
103052,011020520
009047,070740470
063052,150510520
084027,190010270
030070,060850700
075058,160410570
095039,200950390
080057,180670570
044056,110060560
069061,130230610
072033,160090330
058075,120700740
069062,130230620
065089,150720890
016157,030121490
023056,050890551
022133,040831230
078089,180250900
030071,060850710
004159,010271590
001178,010811740
018108,030571050
022134,040831240
019067,030260660
078090,180250910
054037,100580370
062047,150110460
071037,160310350
081014,190820150
015167,030491660
078091,180250920
062048,150110470
078092,180250930
029034,050710340
015168,030491670
075059,160410580
017134,030151250
021062,040140590
001179,010811750
078093,180250940
061054,150200540
006125,010021220
102026,181030260
097064,030980640
034027,080560270
006126,010021230
004160,010271600
064069,150080680
018109,030571060
055025,100800250
016158,030121500
081015,190820160
082054,190550520
003114,010521080
016159,030121510
030072,060850720
093029,060930290
017135,030151260
005082,010070820
054038,100580380
017136,030151270
060047,120330470
061055,150200550
023057,050890560
006127,010021240
097065,030980650
076100,170640561
078094,180250950
087033,190210320
064070,150080690
060048,120330480
090055,200730540
083066,190480650
075060,160410590
095040,200950400
030073,060850730
111053,201110530
095041,200950410
015169,030491680
062049,150110480
001180,010811760
018110,030571070
030074,060850740
001181,010811770
017137,030151280
036030,080500290
080058,180670580
050025,090620240
006128,010021250
001183,010811790
087034,190210330
109030,111050300
025036,050100360
024076,050900760
026056,050840550
014047,030770470
078096,180250970
016160,030121520
013178,030241700
041041,110590410
020039,030450390
016161,030121530
022136,040831260
048032,090300320
003115,010521090
034028,080560280
065090,150720900
022137,040831261
022138,040831270
005083,010070830
055026,100800260
043035,110440350
067033,130790320
099024,081010116
069063,130230630
069064,130230640
068027,130600270
079092,180220890
069065,130230650
025037,050100370
021063,040140600
058076,120700750
091072,200530700
111054,201110540
065091,150720910
066067,130380670
090056,200730550
022139,040831280
041043,110590430
008040,070370370
065092,150720920
097067,030980670
004161,010271610
004162,010271620
007048,020040470
028061,050540610
015170,030491690
001184,010811800
001185,010811810
001186,010811820
019068,030260670
002091,010880900
017139,030151300
017140,030151310
065093,150720930
001187,010811830
054039,100580390
041044,110590440
046022,090430220
023058,050890570
068028,130600280
019069,030260680
066068,130380680
097068,030980680
094031,140940310
071038,160310360
015171,030491700
023059,050890580
047012,090630120
066069,130380690
062050,150110490
066070,130380700
094032,140940320
076058,170640570
094033,140940330
057049,120690470
068029,130600290
060049,120330490
015172,030491710
019070,030260690
001188,010811840
070051,140190510
101017,180970170
065094,150720940
082055,190550530
082056,190550540
057050,120690480
070052,140190520
041045,110590450
043036,110440360
109031,111050310
079094,180220910
079095,180220920
081024,190820161
064071,150080700
003116,010521100
096042,010960420
083067,190480660
094034,140940340
066071,130380710
029035,050710350
004163,010271630
002093,010880920
017141,030151320
004164,010271640
033032,080610320
028062,050540620
019116,030260695
065095,150720950
017142,030151330
009048,070740480
082057,190550550
061056,150200560
052020,090750200
017206,030151331
041047,110590470
078097,180250980
068030,130600300
013183,030241720
033033,080610330
019072,030260701
001189,010811850
024077,050900770
004165,010271650
016162,030121540
027028,050870280
063053,150510530
079096,180220930
037047,080130470
056043,120910420
014048,030770480
016163,030121542
004166,010271660
014049,030770490
096043,010960430
046023,090430230
086014,190280140
016164,030121541
016165,030121550
028063,050540630
016166,030121560
068031,130600310
076059,170640580
060050,120330500
060051,120330510
005084,010070840
096044,010960440
087035,190210340
061057,150200570
060052,120330520
103053,011020530
054040,100580400
052021,090750210
019073,030260710
018111,030571080
009049,070740490
006129,010021260
094035,140940350
008041,070370380
067034,130790330
070053,140190530
070054,140190540
064072,150080710
069103,130230651
078098,180250990
076060,170640590
054041,100580410
061058,150200580
071039,160310370
068032,130600320
078099,180251000
076061,170640600
086015,190280150
004167,010271670
062051,150110500
041048,110590480
046024,090430240
064073,150080720
061059,150200590
062052,150110510
047013,090630130
018112,030571090
019074,030260720
018113,030571100
026096,050840555
022234,040831295
025039,050100390
037048,080130480
026057,050840560
008042,070370390
015173,030491720
098045,030990450
046025,090430250
010043,070340430
018114,030571110
019075,030260730
051030,090050300
022142,040831310
043038,110440380
103054,011020540
036031,080500300
060053,120330530
008043,070370400
060054,120330540
061060,150200600
076062,170640610
011021,070390210
013184,030241730
002096,010880950
111055,201110550
063054,150510540
018115,030571120
001190,010811860
029036,050710360
001191,010811870
067035,130790340
005085,010070850
001192,010811880
093030,060930300
022143,040831320
041049,110590490
004168,010271680
001193,010811890
002097,010880960
015175,030491740
049012,090420120
028064,050540640
043039,110440390
001194,010811900
005086,010070860
028065,050540650
024078,050900780
033034,080610340
004169,010271690
083068,190480670
050026,090620250
003119,010521130
001195,010811910
111056,201110560
065096,150720960
017143,030151340
058077,120700760
077020,170470200
047014,090630140
053019,090360180
020041,030450410
014050,030770500
001196,010811920
018116,030571130
019076,030260740
102027,181030270
069066,130230660
066072,130380720
094036,140940360
102028,181030280
080059,180670590
078100,180251010
079099,180220960
080060,180670600
021064,040140610
013185,030241740
090057,200730560
009050,070740500
004170,010271700
030075,060850750
045013,090460130
033035,080610350
060055,120330550
075061,160410600
052022,090750220
100004,091000040
057051,120690490
057052,120690500
071040,160310380
057053,120690510
057054,120690520
057055,120690530
066073,130380730
038018,080290160
020042,030450420
057056,120690540
042037,110030370
043040,110440400
094037,140940370
099028,081010125
054042,100580420
069067,130230670
063055,150510550
081016,190820170
072034,160090331
014051,030770510
015176,030491750
013186,030241750
016167,030121570
003120,010521140
001197,010811930
024079,050900790
017144,030151350
093031,060930310
029037,050710370
034050,080560291
058078,120700770
102029,181030290
077021,170470201
072035,160090340
036032,080500310
055027,100800270
080061,180670610
082058,190550560
065097,150720970
007049,020040480
063056,150510560
043041,110440410
065098,150720980
082059,190550570
096046,010960460
069068,130230680
004171,010271710
017145,030151360
028066,050540660
042038,110030380
050027,090620260
001198,010811931
077022,170470210
006131,010021280
022144,040831330
003121,010521150
058079,120700780
063057,150510570
063058,150510580
008044,070370410
017146,030151370
020043,030450430
095042,200950420
017147,030151371
096047,010960470
013187,030241760
050028,090620270
028067,050540670
001199,010811940
007052,020040510
048033,090300330
007050,020040490
062053,150110520
047016,090630160
033036,080610360
017148,030151390
026058,050840570
021065,040140620
014052,030770520
013188,030241770
025040,050100400
018117,030571140
016168,030121571
028069,050540690
016170,030121590
030076,060850760
065099,150720990
029038,050710380
004172,010271720
060056,120330560
006132,010021290
008045,070370420
050029,090620280
062054,150110530
061061,150200610
028068,050540680
033037,080610370
016169,030121580
006133,010021300
017149,030151400
007051,020040500
006134,010021310
020044,030450440
016171,030121600
059017,120400170
009051,070740510
016172,030121610
017150,030151410
045014,090460140
059018,120400180
109032,111050320
006135,010021320
058080,120700790
026059,050840580
006136,010021330
068033,130600330
051031,090050310
055028,100800280
046026,090430260
093032,060930320
093033,060930330
013189,030241780
008046,070370430
030077,060850770
005087,010070870
018118,030571150
001200,010811950
022244,040831335
063059,150510590
061062,150200620
040031,080320300
080062,180670620
049013,090420130
012113,030860970
075097,160410601
084028,190010280
020045,030450450
043042,110440420
109033,111050330
109034,111050340
029039,050710390
090058,200730570
012114,030860980
029052,050710391
026060,050840590
070055,140190550
049014,090420140
010044,070340440
027029,050870290
038019,080290170
089020,190760151
111057,201110570
011022,070390220
096048,010960480
091073,200530710
024080,050900800
065100,150721000
026061,050840600
057057,120690550
060057,120330561
021066,040140630
014053,030770530
065101,150721010
002102,010881010
076063,170640620
043043,110440430
024081,050900810
026062,050840610
023060,050890590
035029,080680290
030078,060850780
057058,120690560
019077,030260750
088008,190650080
094038,140940380
015177,030491760
006137,010021340
017151,030151420
024082,050900820
006138,010021350
090059,200730580
028070,050540700
063060,150510600
030079,060850790
015178,030491770
016173,030121620
030080,060850800
004173,010271730
001201,010811960
078101,180251020
065102,150721020
017152,030151430
001202,010811970
001203,010811980
096049,010960490
027030,050870300
001204,010811981
002104,010881030
001205,010811982
006139,010021360
001206,010811990
014054,030770540
066074,130380740
093034,060930340
064074,150080730
061063,150200630
061064,150200640
001207,010812000
100005,091000050
021067,040140640
030081,060850810
003122,010521160
066075,130380750
064075,150080740
051041,090050321
093035,060930350
096050,010960500
004174,010271740
007053,020040520
030082,060850820
054043,100580430
022230,040831355
040032,080320310
022147,040831360
021068,040140641
016174,030121630
006140,010021370
026063,050840620
015179,030491780
008047,070370440
097069,030980690
030083,060850830
103055,011020550
103056,011020560
040033,080320320
016175,030121640
103057,011020570
030084,060850840
030085,060850850
017153,030151440
061065,150200650
016176,030121650
075098,160410611
023061,050890600
069069,130230690
017155,030151460
066076,130380760
004175,010271750
065103,150721030
036033,080500320
097070,030980700
022245,040831375
004176,010271760
004177,010271770
089021,190760152
059019,120400190
082060,190550580
056044,120910430
063061,150510610
010045,070340450
013192,030241810
059020,120400200
017156,030151470
017157,030151480
021069,040140650
070056,140190560
004178,010271780
017158,030151490
062055,150110540
092050,200170500
030086,060850860
073022,160780220
016177,030121660
013193,030241820
090060,200730590
072036,160090350
064076,150080750
069070,130230700
001208,010812010
063062,150510620
005088,010070880
096087,010960515
006141,010021380
103058,011020580
103059,011020590
002107,010881060
047017,090630161
007054,020040530
063063,150510630
027031,050870310
092051,200170510
092105,200170501
001209,010812011
006142,010021390
035030,080680300
025070,050100421
009052,070740520
001210,010812020
064077,150080760
020046,030450460
019078,030260760
026064,050840630
002108,010881070
024083,050900830
017159,030151500
020047,030450470
022150,040831390
075063,160410620
084029,190010290
004179,010271790
083069,190480680
021070,040140660
052023,090750230
087036,190210350
052024,090750240
052025,090750250
084030,190010300
087058,190210351
030087,060850870
088009,190650090
066077,130380770
087037,190210360
012115,030860990
012116,030860992
087038,190210370
016178,030121670
016179,030121680
008048,070370450
109035,111050350
010046,070340460
069071,130230710
052026,090750260
076064,170640630
076065,170640640
002110,010881090
021071,040140661
014055,030770550
084031,190010310
036034,080500330
030088,060850880
065104,150721040
039014,080660140
030089,060850890
061066,150200660
103060,011020600
018119,030571161
084032,190010320
030090,060850900
001211,010812030
061067,150200670
043044,110440440
010047,070340470
003129,010521230
024084,050900840
018120,030571170
020048,030450480
005089,010070890
026065,050840640
086016,190280160
048035,090300350
080063,180670630
035033,080680330
035032,080680320
062056,150110550
083070,190480690
030091,060850910
017160,030151510
108037,031040370
078102,180251030
021072,040140680
026066,050840650
015181,030491800
030092,060850920
030093,060850930
085014,190180140
018121,030571180
004180,010271800
005090,010070900
026067,050840660
013195,030241840
017161,030151520
008049,070370460
010048,070340480
007055,020040540
007056,020040550
015182,030491810
080064,180670640
009053,070740530
058081,120700800
061068,150200680
084033,190010330
001212,010812040
102030,181030300
006143,010021400
070057,140190570
099013,081010130
011023,070390230
019079,030260770
065105,150721050
026068,050840670
085015,190180150
057059,120690570
021073,040140690
004181,010271810
058082,120700810
071041,160310390
048036,090300360
030094,060850940
002113,010881120
099014,081010140
049021,090420155
021074,040140700
035034,080680340
058083,120700820
095043,200950430
039015,080660150
036035,080500340
011024,070390240
076066,170640650
094039,140940390
069072,130230720
070058,140190580
076067,170640660
070059,140190590
019080,030260780
019081,030260790
019082,030260791
050030,090620290
044063,110060620
043045,110440450
060058,120330570
087039,190210380
004182,010271820
022153,040831420
038029,080290175
016180,030121690
008050,070370461
001215,010812070
001213,010812050
006144,010021410
001214,010812060
025043,050100430
018122,030571190
001216,010812080
001217,010812090
019083,030260800
020050,030450500
006145,010021420
001218,010812100
002115,010881140
030095,060850950
076068,170640670
033038,080610380
030188,060850965
066078,130380780
057060,120690580
001219,010812110
023062,050890610
019084,030260810
080065,180670650
024085,050900850
004183,010271830
004184,010271840
002116,010881150
005091,010070910
001220,010812120
097071,030980710
018123,030571200
015183,030491820
019085,030260820
018124,030571210
015184,030491830
005092,010070920
004185,010271850
004186,010271860
001221,010812130
058084,120700830
004188,010271880
005093,010070930
060059,120330580
061069,150200690
004189,010271890
018125,030571220
066080,130380800
066081,130380810
058085,120700840
066082,130380820
101019,180970190
058086,120700850
006147,010021440
078103,180251040
059022,120400220
066083,130380830
025044,050100440
058088,120700870
040036,080320350
064079,150080780
069074,130230740
067036,130790350
058089,120700880
057062,120690600
018126,030571230
064078,150080770
101018,180970180
034030,080560300
004187,010271870
066079,130380790
065106,150721060
083071,190480700
044064,110060630
080066,180670660
006146,010021430
004190,010271900
073023,160780230
017162,030151530
058087,120700860
065107,150721070
059021,120400210
053020,090360190
083072,190480710
094040,140940400
082061,190550590
061070,150200700
069073,130230730
068034,130600340
076069,170640680
057061,120690590
082062,190550600
065108,150721080
063065,150510650
066084,130380840
061071,150200710
069075,130230750
060060,120330590
059023,120400230
094041,140940410
004191,010271910
069076,130230760
053021,090360200
083073,190480720
005094,010070940
009054,070740540
004192,010271920
070060,140190600
080067,180670670
083074,190480730
094042,140940420
004193,010271930
011025,070390250
061072,150200720
006148,010021450
008051,070370480
005095,010070950
071042,160310400
005096,010070960
015185,030491840
004194,010271940
004195,010271950
004196,010271960
017163,030151540
021075,040140701
013197,030241860
071043,160310410
083075,190480740
020051,030450510
017164,030151550
065109,150721090
097072,030980720
078104,180251050
080068,180670680
078105,180251060
018127,030571240
016182,030121720
014056,030770560
058090,120700890
069077,130230770
007057,020040560
001222,010812131
035035,080680350
058091,120700900
065110,150721100
003130,010521240
018128,030571250
090061,200730600
019086,030260830
001223,010812140
024086,050900860
016183,030121730
031015,060350120
102031,181030310
022155,040831440
003131,010521250
083076,190480750
013199,030241880
023063,050890620
026069,050840680
017165,030151560
018129,030571260
022156,040831450
108055,031040375
031016,060350130
022157,040831460
030097,060850970
056045,120910440
023064,050890630
096053,010960530
108038,031040380
001224,010812150
010049,070340490
016184,030121740
020052,030450520
040037,080320360
016185,030121750
010050,070340500
001225,010812160
002118,010881170
022135,040831471
022159,040831480
096054,010960540
001226,010812170
024087,050900870
080069,180670690
018130,030571270
015188,030491870
096055,010960550
068035,130600350
065111,150721110
078106,180251070
069078,130230780
078107,180251080
067037,130790360
071044,160310420
049017,090420170
006149,010021460
029040,050710400
089016,190760160
042040,110030400
002121,010881200
004197,010271970
024088,050900880
010051,070340510
001228,010812190
016186,030121760
078109,180251100
044065,110060640
070061,140190610
076070,170640690
077023,170470220
064080,150080790
033039,080610390
024089,050900890
001227,010812191
002122,010881210
017166,030151570
010052,070340520
013201,030241890
013202,030241900
020053,030450530
023065,050890640
022160,040831490
023067,050890660
023066,050890650
093036,060930360
022161,040831500
018131,030571280
016187,030121770
058092,120700910
029041,050710410
078110,180251110
028071,050540710
015189,030491880
028072,050540720
001229,010812200
035036,080680360
030098,060850980
017167,030151580
001230,010812210
075064,160410630
004198,010271980
022162,040831510
048037,090300370
095044,200950440
022163,040831520
076071,170640700
039016,080660160
072037,160090360
065112,150721120
061073,150200730
076072,170640710
072038,160090370
059024,120400240
017168,030151590
020054,030450540
065113,150721130
028073,050540730
093037,060930370
058093,120700920
111058,201110580
095086,200950446
096056,010960560
031017,060350140
022164,040831530
007058,020040570
007059,020040580
007060,020040590
007061,020040600
007062,020040610
007063,020040620
007064,020040630
007065,020040640
034031,080560310
096057,010960570
037050,080130500
013203,030241910
065114,150721140
006150,010021470
077024,170470230
081017,190820180
029042,050710420
002126,010881250
001231,010812230
001232,010812231
024090,050900900
070062,140190620
006151,010021480
004199,010271990
017169,030151600
004200,010272000
081018,190820190
065115,150721150
001233,010812240
098046,030990460
065116,150721160
026070,050840690
002127,010881260
075065,160410640
004201,010272010
057063,120690610
023068,050890670
068036,130600360
004202,010272020
017170,030151610
021076,040140710
034032,080560320
012117,030860991
099015,081010150
002128,010881270
096058,010960580
004203,010272030
075066,160410650
019087,030260840
065117,150721170
001234,010812250
064081,150080800
027032,050870320
012118,030861000
111059,201110590
111060,201110600
084034,190010340
047018,090630170
058094,120700930
004204,010272040
072039,160090380
080070,180670700
014057,030770570
001235,010812260
022165,040831540
004205,010272050
095045,200950450
008052,070370490
062057,150110560
013204,030241920
078111,180251120
111061,201110610
019088,030260850
029043,050710430
004206,010272060
066085,130380850
044066,110060650
066086,130380860
020055,030450550
078112,180251130
037051,080130510
001236,010812270
103061,011020610
008053,070370500
026071,050840700
084035,190010350
060061,120330600
070063,140190630
023069,050890680
069079,130230790
102032,181030320
021077,040140720
031018,060350150
001237,010812280
052027,090750270
048038,090300380
